ID	n_p
4Z6D_A	137
4IUS_A	0
5TKE_A	13
4RHP_B	1
3P7Z_A	3
4RE8_A	19
4MKZ_A	2
5P82_A	411
5BUN_C	2
1GU4_B	5
1PS7_A	5
2G85_A	13
3E83_B	28
4GJE_A	16
4WOZ_A	20
3VQ2_A	14
1ZX8_C	0
5GOB_A	118
1TC8_A	45
2B8E_C	5
1ZKN_A	82
5KT8_A	54
5Z1X_A	23
3Q4H_A	0
1O83_A	2
1KGQ_A	7
5KU5_A	0
4Q9A_A	8
4WFA_A	43
2Z37_A	11
1HVX_A	24
3G4H_A	4
2CYE_C	0
2BJG_A	4
4ZRJ_A	25
1B2Y_A	53
4V15_A	2
3WIY_A	46
4OX7_A	25
3WRV_A	1
3E2M_A	22
2W8D_B	5
5E5W_A	5
5NX1_A	345
2G64_A	0
3ZN3_A	1
1WYC_A	17
3U14_A	3
2XWH_A	150
4CWD_A	7
2RHB_B	4
5XH2_A	18
4P27_A	0
3F5B_A	0
3OPP_A	107
2O1X_A	0
2Z73_A	4
1E37_B	172
4ZS8_B	2
1ZT2_A	2
5FO1_A	9
4Y68_A	0
1KF9_B	5
5CFN_A	5
2ZXA_A	12
5GRD_A	508
4P10_A	14
2WW2_A	8
3RVL_A	42
2HWU_A	40
2UW2_A	16
6EJ2_A	222
2GQ0_B	8
3E73_A	4
4K19_C	39
3ZLZ_A	135
5YSB_A	3
5B3F_B	0
4GOV_A	7
1B2K_A	477
4ZHY_A	9
2OVB_A	5
3DXZ_A	2
4IPV_A	1
1BIF_A	21
2IZO_A	3
2Z04_B	1
3A15_B	171
5HN8_D	70
3WJ4_B	169
1J3Y_B	195
3ZRE_A	12
2CV8_A	0
5DHD_A	3
3D6E_A	6
3WOZ_B	0
3GUL_A	247
1N67_A	1
1FM2_B	15
1CJQ_B	160
5HAY_A	3
4MGY_E	6
1SFP_A	0
6B0D_A	9
1WM3_A	2
5XXG_A	15
3LWE_A	3
5V2M_A	13
5D3J_A	164
4FKM_B	2
2O2V_A	1
2P2H_A	487
4K8N_A	6
4EVF_A	1
4KUB_A	9
1UNR_A	10
2W6Q_A	53
4JX8_A	63
5URH_A	30
5IQB_D	11
5YCE_A	132
5HCU_A	124
2E1M_A	4
5OEX_A	1
3VDG_A	7
2D26_A	23
1JX0_A	8
3A1F_A	1
3AJQ_A	104
8ICQ_A	198
3KHQ_A	1
4RNH_A	6
2FKF_A	11
3S53_A	373
1M2W_A	3
3UYO_A	11
3QDZ_D	171
4IZK_B	3
5FKS_A	9
5TSD_A	9
6AVA_B	1
1TWA_A	67
3F9T_A	2
2VPH_B	4
2HYT_A	0
5OWK_A	79
1Z27_A	1
5JRG_G	67
2XA5_A	18
5LDB_B	5
5EHT_A	4
2FFI_A	0
2D36_A	2
1AA0_A	14
3OFH_A	0
2ZPM_A	3
2VQM_A	49
1PGU_B	1
5BVN_A	50
1W0I_A	55
4Y7T_A	3
3SZE_A	1
4RZ5_A	23
1KMK_A	8
1SJ5_A	1
3WMZ_A	8
3DFE_B	4
2ZP5_A	58
3VVE_A	5
3BD5_A	135
234L_A	317
3ZMI_A	28
1YWK_A	2
4ATB_B	2
3MUY_1	34
4ZXB_E	6
1VKD_A	1
1U2M_A	1
5G2N_A	174
4UM5_B	5
3BDY_H	1442
3O5K_C	38
5DPZ_A	411
6AVZ_B	3
2FOT_A	116
5OR4_A	3
2X3Y_A	11
2NW3_A	506
5GZ6_A	9
3ZLP_J	52
2VZL_A	64
4RK0_D	1
5L7K_A	4
3FTE_A	3
3G40_A	0
2CFI_A	6
5Y9E_A	7
4Q7J_C	6
4Y7P_A	1
2CW9_A	0
5EUB_A	11
1RZX_A	2
4YVW_B	4
3DGV_A	7
3K5Z_A	7
2HIK_A	5
5ELN_A	16
4OSN_A	3
4L9Y_C	2
5FMT_A	0
1MB0_A	4
2NN2_A	3
5I1K_H	1293
3ML2_A	371
3G88_A	3
4TQ6_A	3
4Z85_A	0
5DIV_A	38
4Q8N_A	118
3MHP_A	20
2R14_A	69
1WFC_A	423
5HD0_A	222
4DWZ_C	4
1MD6_A	3
3GFS_C	4
1WR8_B	0
2QDH_A	36
4ISN_A	296
1HLV_A	0
3ZTD_C	16
3KDM_B	1449
2ZKM_X	7
2DBR_A	17
2B06_A	0
4XMW_A	54
3CYQ_G	7
4E2D_A	18
1IU8_A	1
3K6C_D	5
4EDT_A	11
5DIK_A	0
4BDM_A	87
5P9R_A	58
3SVB_A	270
3MIY_A	426
1N69_B	0
3G6H_A	253
3RXW_A	66
4M08_A	9
4PAK_A	7
1PYM_A	3
5H61_A	8
4M1L_A	116
3LGS_C	3
4QDP_A	26
1MEJ_A	15
3WSF_A	6
3S27_H	3
1S52_A	82
4TYT_A	26
2E64_A	19
1QHH_B	6
4KI0_F	9
5EWF_A	51
4KYI_E	2
3IP5_A	5
5O77_A	27
2GB3_B	0
4LOY_H	171
2A8Z_A	5
3BPB_A	4
5HRQ_B	104
5TQ7_A	133
3UMB_A	1
3JZB_A	21
4DKM_A	8
3TLC_A	17
3VF2_A	6
5XVL_A	4
3NPS_A	411
1V1P_A	16
2W3Z_A	0
5T36_A	10
4DCB_A	1
4IED_C	0
2NPO_A	6
2NXY_A	120
2WVM_A	2
2CA5_A	3
3NAE_A	76
5F75_C	1
2XQO_A	0
2WFU_B	0
3AXH_A	13
5I2A_B	7
3BIF_A	21
2BYQ_C	67
2H0E_A	2
5IWB_B	9
1XHK_B	0
4X53_A	29
4A36_B	27
5P2J_A	411
5UIR_B	34
4MVH_B	59
4OPQ_A	122
4C6N_A	12
3AII_A	1
1ET0_A	2
5DJT_A	24
3TRZ_A	5
3IBD_A	68
2Z35_A	1
2VUW_A	9
6FAW_A	122
5HZ5_A	11
5TPW_A	11
1SXV_A	10
4QEF_A	371
3UHR_A	40
1PVH_A	3
1JC0_A	270
3EQ7_A	26
2QZO_A	224
2EB4_A	2
5CVO_A	6
1JUD_A	3
1JIY_A	338
4MCC_B	36
3TVT_A	10
1M57_A	18
4JC4_A	30
1EV5_A	122
3RV5_A	17
3FZW_B	31
5NZE_A	68
5I01_D	10
2WZW_B	0
4GF2_A	1
3TG3_B	0
2O6M_A	4
4BDZ_A	23
4NKU_A	9
1IO5_A	338
5KCG_A	5
1D4P_B	171
5U21_B	6
3KDO_C	20
3JV2_B	17
5P90_A	58
5C6C_B	5
2B8N_A	1
3BYB_A	0
6EZZ_B	5
3TEJ_A	3
2XN7_A	42
4OJ4_A	169
1LF7_A	5
2C0E_A	4
3TJB_A	52
1KU8_A	26
2HUV_A	81
5U8I_A	137
3UGZ_A	40
1I4Z_A	1
4P9Z_A	29
5NS9_A	208
5K2B_A	115
1DOZ_A	11
2W6L_A	1
3W4U_B	151
3M88_B	1
1GB3_A	349
2O0K_A	2
2DSB_A	7
5GJK_A	0
4BT8_B	11
3PVL_A	1
3C4A_A	2
4LMB_A	62
4LTV_A	20
4RXR_B	27
3MW8_A	0
3B8M_A	2
2Z9H_B	1
2OXQ_A	40
5GTT_A	4
3N9X_A	227
4HE0_A	59
2UY8_A	10
1WA6_X	5
5HIF_A	3
3IB2_A	57
1BYU_B	25
4OHV_A	5
2IKU_A	56
4YTV_A	1
4FDC_B	8
5CQP_A	107
5UVJ_A	338
2ZJ8_A	15
2YM0_B	10
4NT9_A	2
5LTP_B	8
4JJ8_A	125
1OZN_A	14
4V90_AY	43
3R33_A	48
1FSO_A	7
1UI7_A	26
1J81_B	126
4M8L_A	9
6ETM_A	126
5TFN_A	23
5FAA_A	7
3RBZ_A	22
4XG2_A	514
5WKI_A	92
1YFJ_F	4
3IFZ_A	37
5E8G_A	18
3FFL_A	0
5T0Z_B	162
3O06_A	21
4Z38_B	1
1JZR_D	4
1GK7_A	2
2FKL_A	4
2GEF_B	0
5VGM_B	16
1D1B_A	70
5OBK_A	38
2EG4_A	1
1XVU_A	4
3ZVR_A	18
1C9M_A	84
1QE1_A	166
4D1E_A	14
4HAW_C	44
5N2K_D	1378
1PK8_A	4
2BZX_A	1
2Q1B_A	371
5IZO_B	6
4R73_A	3
2C6F_A	67
2XMA_E	4
4J3J_B	53
1XK4_D	3
2WXL_A	158
2R7P_A	7
1P6V_A	1
5WFX_A	122
4G1F_B	53
1UA4_A	7
1N40_A	26
4NZL_A	13
2ZRR_A	0
1SH9_A	415
3Q0W_A	28
4WRL_A	5
3ATP_B	1
1FN5_A	338
3W1H_A	5
5UEP_A	61
1J2L_A	15
5SVV_B	24
5L0B_A	44
3KW4_A	68
1OO0_A	1
5D8H_B	4
4TVY_A	5
2FF3_B	87
4KY1_H	1360
1C5E_A	1
4WVB_B	16
3GV8_B	37
5FSL_A	31
3G35_B	63
2WNX_A	2
5YHL_A	1
3UAQ_A	0
2ZRF_A	58
3BV8_A	0
2ZNX_A	841
5CYN_A	16
5F2I_D	13
3VI7_A	12
4XG6_A	515
6EN4_A	2
3C32_A	216
3DEV_A	4
4U46_A	32
2P53_A	7
4L56_A	118
3BOB_A	4
4PLY_C	39
1JBB_A	25
5K5J_A	14
4TK4_A	20
3REH_C	67
2VWA_A	0
1ZEF_A	7
4U1Q_A	2
5TEG_A	10
3LV8_A	2
2XSG_A	1
5J97_A	0
2CH5_A	11
4LHJ_A	33
3CIF_A	112
3VFM_A	506
3QR6_A	21
1WWK_A	13
4ZKV_A	27
5FOI_A	33
3V0I_A	12
5AV7_A	2
2Z0O_A	6
4O0Q_A	2
5X1O_A	69
4IIR_A	49
1H99_A	1
1EZ8_A	235
1CDZ_A	3
1GZW_A	24
3OH1_A	5
4CRH_A	0
2V9S_A	1
3UMZ_A	6
4ZIH_A	10
2YV0_X	14
2ZY2_A	4
4IX0_A	28
2ZCK_P	157
5VEN_A	6
5MWJ_A	3
3L9P_A	196
3TSN_A	1
4E4Z_A	24
4BMN_B	8
4MIY_A	9
2AB6_A	9
5WKY_B	13
5MHB_A	23
3Q29_C	221
3Q8L_A	8
3QR2_A	1
4PV7_A	53
4K6E_A	5
3HQR_A	32
3T8K_A	0
1CJY_A	1
2O2E_A	52
2QA0_A	14
4GU5_B	16
4H0A_B	0
1QQK_A	1
4F5G_A	42
1RWL_A	15
5EGF_A	3
1WTP_B	19
4TR9_A	37
4N11_A	2
1E4D_C	61
5KDA_A	5
3S4K_A	0
4ZSX_B	3
2Y2T_A	2
4YJM_A	2
3UO1_L	192
1ET1_A	0
4KPP_A	0
3C7D_B	3
3GGM_A	0
3HXR_A	3
3EP8_A	22
3O9O_B	2
2D0D_A	4
4F7F_A	2
2XXM_B	616
5UBH_B	7
1UCJ_A	16
4HWB_H	1293
3RYB_A	6
2V40_A	28
4LI8_B	86
4U2G_A	12
3H80_A	210
1WY7_D	0
4RB2_C	7
4ZBH_A	1
4YMT_B	2
5VBN_A	0
4IKB_A	3
4I29_A	57
4MRE_A	12
2G7C_B	7
4XPK_A	1
4GP7_A	10
5VIZ_B	104
4C1C_A	35
4GNY_A	51
2EKP_A	31
2J2J_A	2
3E6E_A	11
4XXU_A	5
4F52_E	1
3VS3_A	281
4A30_A	41
1MJP_A	7
4JS7_A	8
4DE4_B	15
5DN0_A	11
4EOW_H	1234
5CWI_A	0
1JL9_B	0
2GJ6_A	512
2IH5_A	5
5I6J_A	2
3GH1_A	2
1WDG_A	2
5PZT_A	59
2VZ3_A	10
3PRV_B	25
5HUI_A	58
3QD0_A	199
2GSN_A	5
4EWG_A	16
3MRI_A	512
3E0W_A	65
3AHO_A	5
4HAO_A	3
1HE9_A	0
4D28_B	282
6F0E_A	4
4KKL_A	37
1N75_A	14
1IQW_H	1313
2A99_A	11
6FDB_A	5
3HV8_A	2
4X2H_A	3
5KRE_A	1
3VV9_B	3
4Y5Q_A	208
5XKX_A	2
3TC5_A	40
1C4C_A	12
3SYO_A	24
5CUZ_A	1
5G1R_C	24
5CO6_B	104
4C5P_A	7
3GZ7_A	0
5HSP_A	12
2X08_A	108
1AY0_A	33
5T98_A	34
3PWN_A	512
1A59_A	22
3MJV_A	13
1U8A_A	7
2W39_A	4
5YBF_A	205
5T72_A	371
4D83_A	222
5KN5_A	1347
3UIJ_A	16
3NJN_A	9
1G39_B	4
5NG1_A	51
2P7O_A	5
2Z49_A	2
3QUY_A	92
5MU0_E	901
1HYQ_A	2
3PO6_A	371
4QOJ_A	35
5LZN_A	0
2BZH_B	90
4XZE_B	2
4FR5_A	11
1TSH_A	190
2QME_A	57
5FYF_A	3
5O1U_B	5
5O0V_A	94
1XDD_A	16
5DBQ_A	26
1F5W_A	1
3E43_A	17
3BI3_A	23
3SK2_A	1
5N4A_A	0
4EUU_A	14
2IC4_A	1
5SVI_A	5
4O2Z_A	545
4PHH_D	21
4K8K_A	14
3CDA_A	12
2RHQ_B	2
1O6O_A	16
5KUI_A	6
3ACT_A	15
1W9J_A	103
1ON7_A	8
5UYD_A	13
4ALN_E	67
2X53_1	2
5A0Y_A	15
4KFC_A	4
6BXL_B	5
6EJ6_A	2
4EM0_B	2
5IPC_A	27
4XIU_A	93
3SHW_A	8
2V7T_A	17
1LNW_C	2
3X2P_A	9
3US8_A	47
2W86_A	0
2OI2_A	1
4JT5_A	5
1GL1_A	411
4X9X_A	0
1YDT_E	316
3ZFZ_A	22
5WH1_B	1
4CO8_A	12
3RUI_A	7
1GVC_A	54
1YQ7_A	77
1NPV_A	374
5M0U_A	316
4MNS_A	27
4QD3_A	30
5WS3_A	7
4HIY_A	6
4JQX_A	506
4LMP_A	0
5LX3_A	43
5U6B_B	423
5O9D_A	4
2RJB_A	0
1XT0_B	14
3EAG_A	6
4WVG_A	221
3EEA_A	0
3UNK_A	238
1UW8_A	11
4AE6_A	351
4KVP_C	83
6AP4_D	0
3OFT_A	1
4Y0S_A	50
2WKB_E	3
1B6B_A	2
3AQ4_A	25
4ZEI_A	7
3PE2_A	120
1NWQ_A	0
4JQS_A	1
2FEM_A	5
4JNM_B	43
5TO4_A	7
4DIO_B	19
4M7R_A	93
3M8U_A	5
3AQ3_C	1
2GFH_A	2
5GSW_A	18
2OVD_A	5
6AZ2_C	1462
2ZAS_A	19
1SIO_A	8
4PN0_A	1
5JYL_B	489
5ITS_D	0
1LNU_B	71
3OH0_A	5
1TI8_A	31
5WY4_A	1
4TQG_A	1
3T5Q_A	6
3UTX_A	82
4BN0_C	18
5DNJ_A	49
3AQB_D	3
4DIT_A	50
5MKC_A	1
4R8M_B	50
2NOZ_A	16
1OC0_A	22
4X3U_A	10
3DAT_A	16
3CNP_A	41
4O1N_D	2
4U7U_A	4
2V2M_A	119
2C59_A	6
1RCJ_A	107
5WFC_B	9
4PMD_A	26
5FMO_L	3
3PWH_A	33
4ZQC_B	52
2ZZT_A	0
2PBX_A	2
3GYD_B	27
1R0E_A	50
3CQ1_A	3
3M45_A	1
4IM7_A	3
4H7W_A	1
4TNG_A	174
2XID_B	3
1M51_A	54
4YSA_A	16
1I4T_B	4
4PRO_A	15
4IIN_A	3
4E20_A	147
4EF4_A	25
5D6X_A	7
2A9C_A	11
4ORF_A	2
3V8O_A	3
2Z07_B	16
5IAR_A	116
5KMX_A	1
5LPN_A	100
1Y62_A	0
4FFK_A	17
3UFG_A	38
1XCQ_A	130
5DHM_C	1
2OZ6_A	33
3K00_A	1
5JRL_B	1
1D7I_A	24
2P28_B	2
1Q5X_A	2
1NSW_A	7
2HXD_A	5
5ONO_A	2
3BSN_A	21
7R1R_A	22
5FFW_B	35
1CT4_E	6
4RD2_A	85
5ERV_A	20
1G1T_A	8
4JCU_A	1
3BAM_B	3
3QTD_A	2
2Y5Y_B	5
3D0R_B	3
2ZG3_A	5
5JF1_A	24
5DQU_C	12
1NJS_A	15
2E95_A	24
3PPS_A	6
5CG9_A	2
2BJK_A	81
4R27_A	2
1FL0_A	3
3BW6_A	0
5NE5_A	1
3GB8_A	43
4GWF_A	132
4DJB_A	0
2D1P_A	0
6AL4_B	1349
2CI0_A	16
3I17_A	36
2QSD_C	0
1MPL_A	4
4BPM_A	21
2QRS_A	9
1D5I_H	1282
5BRY_A	374
5BW4_B	4
4K1S_A	5
2F9N_A	353
2VIO_A	481
2VH7_A	6
5M9N_B	0
4X6L_A	4
3G87_A	7
4QIA_A	36
2YCD_A	1
4KSL_C	135
4M8N_A	7
4MPB_B	21
1TGM_A	100
4S0P_A	10
3POM_A	4
1XH2_A	41
2AG6_A	25
1SVY_A	0
1G66_A	0
1DTU_A	19
4Q3I_A	38
2CZ1_B	10
4CWC_A	1
4D4I_A	29
1TF9_A	8
1ZQZ_A	198
1DKE_B	151
3IDA_A	19
1G5U_A	11
1VJB_B	18
3DDC_A	186
4RZM_A	1
1XG7_A	1
2YFY_A	60
4NOS_A	192
4FCZ_A	0
2VZU_A	30
3OUT_A	4
4JRP_A	10
5DK2_B	126
1KBK_A	45
2WPZ_B	63
5ITA_B	55
3HZ7_A	0
4AGD_A	573
6EI9_A	0
3F2M_A	32
3NMP_A	21
5P2I_A	411
3WS0_A	55
4QCE_A	30
1TXQ_A	6
3HYI_A	1
5I09_A	118
5G18_A	86
3WPU_A	5
1UR1_A	33
3MXF_A	164
4EII_A	33
1P5V_A	10
5VSN_A	3
4RKE_A	46
3FE1_B	72
3KKQ_A	184
4MO8_A	371
5NFM_A	2
5EQC_A	26
2PUA_A	9
4KYA_B	127
3CT2_A	6
1PX4_A	34
5D14_A	2
4M6A_B	10
5DKG_A	224
5JRF_A	5
1DUV_G	9
3HJN_A	15
2GP3_A	53
3TWX_A	13
1YVT_B	195
1GXN_A	2
2YH6_B	0
3A5E_A	16
5LDI_A	7
2F8L_A	0
3TO8_A	3
1D6W_A	172
5C3Y_B	8
3TQH_A	0
3FQ7_A	15
3TN0_A	92
4F91_B	14
2V0P_A	0
5NXC_L	9
4XNI_A	21
3SMQ_A	13
2WPB_A	36
2FE4_A	58
3Q76_A	7
3FEM_A	21
3MOE_A	54
3IWZ_D	0
4HPE_A	1
3M0U_A	20
2J87_A	4
1M5F_A	208
1FEU_D	0
4I2E_A	57
3MTV_A	0
1R56_C	43
5Y6N_A	27
1IG3_A	174
3D9T_B	15
1YEK_H	1351
1LDD_A	0
4ILS_A	11
3CMF_A	85
3FWN_A	8
1M7O_A	48
1LCV_A	103
5W3W_A	16
3E9D_B	2
5WBD_A	103
1MUG_A	2
4O12_A	43
1N78_B	14
4OYU_B	1
1QV1_A	16
3KD5_E	76
3W64_D	12
2GK4_B	0
1IVB_A	13
3BIY_A	8
5XPA_A	20
1SD1_A	11
4LEQ_A	118
1CVU_A	30
5H3U_A	15
3LYP_A	2
5WTK_A	1
3COA_F	5
2D0V_A	5
5B84_A	132
3T3H_A	107
5HCA_A	9
2WSQ_A	140
3TBS_A	505
3RED_A	5
4MFF_A	137
4X3H_A	1
5BW5_A	4
2QD6_A	373
1Z33_A	40
1XA7_A	5
3FBF_C	28
5CRU_A	16
3CHV_A	1
3OQ0_D	4
4MH2_A	55
2F5A_H	1354
1G0I_A	1
1OK1_A	10
3C4R_C	0
1VPQ_A	0
3C2Y_A	118
1P1M_A	7
3CC0_B	5
1Z0C_A	5
5AGW_A	67
5DJX_A	126
4DV8_A	21
2GC3_A	13
2ZQC_A	63
5MSO_A	10
5OSC_A	80
2Z0X_A	4
3GJ4_A	18
3H32_B	18
5UDT_B	10
1DTY_A	35
3IE7_A	3
5U99_A	4
3EXR_A	1
4N39_A	20
5MLD_A	1
4L15_A	12
3PBN_A	19
4RGA_A	2
1LYQ_A	1
4BV9_A	3
5A09_A	13
3KRB_A	11
2EI4_A	82
3ODQ_B	151
2ANB_A	5
4YXZ_A	2
2WPU_A	103
3OD5_A	17
2DUR_A	4
4YMI_B	9
3PCO_C	0
4POY_A	640
4DLB_A	54
6EIK_A	5
5DYK_A	122
3C24_A	0
6ALZ_B	32
4HO2_A	27
2G6G_A	1
4R4Y_B	11
3VXB_A	1
6BHJ_A	166
5KJO_A	9
5CJP_E	1
3C6E_A	29
3GLE_A	2
5YHJ_A	10
1BEO_A	3
5U15_H	1321
5MG0_A	46
5MQQ_A	3
5V5G_A	10
4HIE_B	1415
3WIX_A	46
3LFJ_A	1
4U7S_A	653
5P40_A	411
2OT0_A	42
3R03_B	1
2HTH_B	1
4NZR_M	1
3L6I_B	0
4O3B_B	208
3OJ4_A	40
2OXH_B	1
2B1E_A	2
5HWG_A	2
6BVA_D	2
4BHD_B	1
4R6A_A	30
3PYW_A	1
4IVD_A	512
4PVM_B	174
2IY6_A	81
4XX9_A	199
5U75_A	0
5BS0_A	508
4ATH_B	0
2DGM_C	7
3OTK_D	2
4L5M_A	13
3KH0_B	0
3S9H_A	76
5UEX_A	61
1GB8_A	349
2QPX_A	0
3HV1_A	1
3ELD_A	55
3FMV_A	3
3BNF_A	9
5XTZ_D	17
3G7L_A	0
2RAA_A	0
4S2T_P	2
2OU6_A	0
2I6F_A	3
5VB9_A	2
3H9K_D	159
2WAD_A	2
5XSW_A	1
1FJ2_A	3
4AYC_A	0
3PDX_A	1
4ZQH_A	42
3CK8_A	4
2IAN_J	105
5H1A_A	0
4H7C_A	166
4L7D_C	29
4DJC_A	116
3SOX_A	8
3S4G_A	0
2VQ4_A	3
1E8A_B	2
4F1S_A	139
5EFV_A	0
2O70_F	0
3TAO_B	57
5WW9_A	6
1KI4_A	17
3MJ7_A	1
4ZWC_A	6
1K94_A	6
4RVC_A	1
2GA9_D	6
2IBZ_A	3
1Q0P_A	5
4C05_A	18
1LW0_A	165
1WOQ_A	1
3RMD_A	76
5LBC_A	32
4MXA_A	275
1W9X_A	28
4GAG_H	1305
3M0S_A	20
5H2V_A	8
5NNG_A	164
5G3W_D	52
3S39_A	22
3SDX_A	92
3VNV_A	86
5VEG_B	0
4WY2_A	5
2BQN_A	490
2YD2_A	17
4B5N_A	53
2CSL_A	0
5B3R_B	64
4YL5_A	1
4XBB_A	21
2R8D_A	1
3MXL_A	4
4FN0_A	12
2OP9_A	73
4E8F_A	9
4AY0_A	11
3TNJ_A	1
1IF2_A	94
5WWS_A	13
4NSC_A	1
1R9X_A	10
4ETM_A	28
2GN1_A	8
4HCT_A	401
1ZO8_A	6
4CNK_B	3
1ZR2_A	5
5FKA_B	117
6AZB_A	14
5IPW_A	5
4W99_A	5
2VDI_B	45
1BUU_A	8
5XMO_A	15
1V0W_A	9
4O4Y_L	122
4MEO_A	164
5W3Y_C	3
4P7N_A	6
5U5T_A	26
2D6L_X	22
3SAT_A	32
4LF2_A	12
4JMA_A	67
5WQC_A	7
2F0S_A	235
4MR5_A	61
2BBS_A	25
4DNJ_A	16
5FXW_A	19
4QAO_A	31
5TFI_A	26
3KVQ_A	0
4LJL_A	3
3HRL_A	0
2YH2_A	20
5VZX_E	1423
1SGZ_A	222
5NJW_A	5
2EO5_A	2
1PZG_A	9
2WAF_A	2
1GJQ_A	18
1N7H_B	10
1SQ0_B	10
5MR0_A	4
4XWI_A	8
3LPG_A	16
2E26_A	2
5V01_B	3
2BHZ_A	11
3ONV_A	35
3A7M_B	1
5NRR_A	10
1YTU_B	0
6B10_A	15
5CMP_A	2
1LIL_A	42
1ZU3_A	11
4XXR_A	63
5SZY_B	6
5LBN_A	38
6B5L_H	1327
1CB8_A	1
3UVD_A	6
2FTW_A	15
1XDC_A	93
4DF0_A	1
4Y71_A	102
1XTY_A	1
3B60_A	46
5JZ8_A	5
2QGG_A	0
1P3Y_1	1
1L9U_D	68
3N1O_A	12
1F60_A	13
3LWM_A	93
4KB2_A	6
3UWS_B	1
2VHT_A	15
2DE0_X	0
6BZ4_B	126
3GFL_A	7
2PC2_A	338
2FLI_C	0
2AFH_B	12
3L94_B	7
5UJT_B	63
1IQ6_B	0
4I92_A	2
4QG9_A	65
5HQA_A	2
5UE7_A	4
2GWS_A	43
3P2O_A	9
2Y20_C	9
4TUJ_B	186
3FQM_A	1
3H4Z_A	222
2BEC_A	1
4YX7_C	247
5JRO_A	3
3E8L_A	294
1WVC_A	2
3ZN6_A	1
5HUH_A	17
4WX5_A	1
3L0W_B	134
2HOB_A	73
1JKF_B	6
3G38_A	46
3KQU_A	13
1KPI_A	10
6B3X_A	4
1P4E_B	3
4JHQ_A	33
1NYX_A	169
3EHS_A	221
4MGI_E	6
2RF6_A	3
5JGM_A	118
1V4I_A	16
2GRE_E	1
1JWU_D	25
4ODO_B	12
5YPN_A	94
2Q1M_A	7
3A12_B	19
5K0R_A	39
5MZP_A	115
3LEZ_A	23
2NNB_A	72
2WES_A	23
3SZ0_A	11
2R4N_A	13
1MPQ_A	1
5T4N_B	4
3QVR_A	3
3ME8_A	3
5TKZ_A	3
3GU7_A	47
2PYA_A	34
1Y4U_A	211
4ZCC_C	3
5WDN_A	50
1SR8_A	0
3GC9_B	420
3W79_A	0
4I22_A	456
1K95_A	6
3H64_A	18
4G3Y_H	1357
3A6M_A	0
2JKO_A	43
1FHF_A	4
4O88_A	1
5N8V_A	3
3DMM_A	568
3O5A_A	3
3IED_A	211
1DI8_A	238
4QUR_A	72
2V3I_A	34
3DGK_A	47
5W4L_G	120
3SUC_A	13
2FR2_A	0
2OXT_A	55
5GQD_A	16
3IHT_A	0
5AFA_A	6
5OJR_A	2
2DS0_A	4
5YX6_C	3
2WU5_A	55
3A0D_A	2
5XRL_A	10
5DEF_A	506
3EOI_A	0
3QBY_A	5
2DVI_A	17
2IF5_A	3
4ACB_B	5
2IOH_A	3
4X4J_B	17
3EHY_A	75
1LDT_T	400
2PXU_A	8
3M75_A	12
5U0Z_B	19
4IJ8_A	10
5YBC_A	18
4ZAB_A	13
3WMJ_A	30
4PKY_G	8
3SB8_A	247
1BRU_P	52
5O19_A	11
2JCR_A	14
2F7L_A	1
5G59_A	2
4JL9_A	16
1O9W_A	13
3QPI_A	0
4E83_A	9
5FED_A	459
3CJK_B	1
3HG0_A	7
1H0X_A	9
4ZVE_A	3
4I1Z_A	456
4PXM_B	224
3I8B_A	0
5CIT_A	18
5HCH_A	12
3T8S_A	9
3DAW_A	87
1HF6_A	20
3KI6_A	13
3LSU_B	42
3KZE_A	6
1SFN_A	0
3F51_A	1
5IC8_A	0
3V8B_A	13
5UXC_A	11
5I44_B	1
3D3B_A	2
3FC7_A	0
3ZNH_A	11
1NL3_A	16
3UE9_C	17
2R0X_A	0
3EP1_A	0
3CSI_A	32
5WDP_A	185
4NIF_B	328
1OHZ_A	4
5HD9_A	0
4XNU_A	20
2RK3_A	37
4YO8_B	37
5W5U_A	120
2FGI_B	614
4IFS_A	1
1UMX_M	47
4F6V_A	19
5VLA_A	17
2IDW_A	374
2YOL_A	30
2AX2_A	371
1U4O_A	24
1SHT_X	1
4GKQ_A	1
5O11_A	90
4AXD_A	17
1B5U_A	491
2ZJY_A	70
4XDT_A	6
4ZA0_A	37
1NNJ_A	24
4GC4_B	110
3B3K_A	169
1EEJ_A	8
3OP8_A	3
4GVL_A	3
4C91_A	2
3L24_A	6
3QV9_A	65
6B05_A	2
5QCX_A	222
3H6C_A	19
4Y2N_B	6
3TY8_A	4
3PVF_A	48
3CJJ_A	10
3PLC_A	0
2YPZ_F	5
5TNW_A	7
1SDW_A	24
3OGI_B	1
4DJA_A	2
2QA9_E	6
1OBC_A	27
4YNB_A	14
4DZ5_A	166
3QO6_B	14
4WMV_A	260
1T6O_A	0
3NEC_C	0
5Q1I_A	66
4PE0_A	33
2ZVA_A	219
1XXP_A	15
3TNZ_A	7
3UH1_A	5
1XWY_A	3
3VAY_A	0
5HLN_A	50
2ILV_A	12
5N8S_A	10
3UEC_A	16
3T1P_A	29
5UUJ_A	0
3K4T_C	1
3KJL_D	1
2QMO_A	7
1IZL_B	16
1XUZ_A	2
3UBU_A	8
2B7F_A	317
1JC5_B	1
3ZU7_A	375
5IPN_D	75
4XO9_A	33
4JZ4_A	61
2VGD_A	56
5CIP_H	1356
4R01_A	1
2Z8V_A	17
2PY4_A	18
4QU6_A	0
